model,season_type,ENSO_phase,station,index,mag_err_raw,mag_err_qdm,delta_mag_err
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,Rx5day,66.64,45.27,-21.37
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,SDII,95.27,97.42,2.15
CanESM5,HOT_DRY,EL_NINO,351012,SDII,95.25,69.99,-25.26
CESM2,HOT_DRY,EL_NINO,351012,SDII,51.82,8.59,-43.23
EC-Earth3,HOT_DRY,EL_NINO,351012,SDII,64.27,76.55,12.28
FGOALS-g3,HOT_DRY,EL_NINO,351012,SDII,105.75,46.16,-59.59
MIROC6,HOT_DRY,EL_NINO,351012,SDII,36.03,75.59,39.56
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,SDII,98.22,80.8,-17.42
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,wet_day_freq,12.97,36.14,23.17
CanESM5,HOT_DRY,EL_NINO,351012,wet_day_freq,16.48,42.54,26.06
CESM2,HOT_DRY,EL_NINO,351012,wet_day_freq,14.17,59.69,45.52
EC-Earth3,HOT_DRY,EL_NINO,351012,wet_day_freq,13.27,3.29,-9.98
FGOALS-g3,HOT_DRY,EL_NINO,351012,wet_day_freq,45.49,8.65,-36.84
MIROC6,HOT_DRY,EL_NINO,351012,wet_day_freq,19.92,8.96,-10.96
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,wet_day_freq,28.43,5.27,-23.16
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,CDD,15.25,16.94,1.69
CanESM5,HOT_DRY,EL_NINO,351201,CDD,21.73,3.64,-18.09
CESM2,HOT_DRY,EL_NINO,351201,CDD,28.62,42.08,13.46
EC-Earth3,HOT_DRY,EL_NINO,351201,CDD,0.62,26.33,25.71
FGOALS-g3,HOT_DRY,EL_NINO,351201,CDD,4.11,12.55,8.44
MIROC6,HOT_DRY,EL_NINO,351201,CDD,6.63,25.41,18.78
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,CDD,15.28,2.27,-13.01
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,CWD,1.13,8.49,7.36
CanESM5,HOT_DRY,EL_NINO,351201,CWD,20.57,77.59,57.02
CESM2,HOT_DRY,EL_NINO,351201,CWD,58.36,99.13,40.77
EC-Earth3,HOT_DRY,EL_NINO,351201,CWD,21.35,7.31,-14.04
FGOALS-g3,HOT_DRY,EL_NINO,351201,CWD,81.99,32.46,-49.53
MIROC6,HOT_DRY,EL_NINO,351201,CWD,87.28,80.8,-6.48
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,CWD,60.95,56.78,-4.17
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,PRCPTOT,29.49,52.52,23.03
CanESM5,HOT_DRY,EL_NINO,351201,PRCPTOT,10.51,62.05,51.54
CESM2,HOT_DRY,EL_NINO,351201,PRCPTOT,25.33,227.6,202.27
EC-Earth3,HOT_DRY,EL_NINO,351201,PRCPTOT,0.68,43.02,42.34
FGOALS-g3,HOT_DRY,EL_NINO,351201,PRCPTOT,6.66,34.01,27.35
MIROC6,HOT_DRY,EL_NINO,351201,PRCPTOT,76.46,1.6,-74.86
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,PRCPTOT,5.16,9.69,4.53
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,R20mm,133.33,102.56,-30.77
CanESM5,HOT_DRY,EL_NINO,351201,R20mm,66.67,88.89,22.22
CESM2,HOT_DRY,EL_NINO,351201,R20mm,266.67,144.45,-122.22
EC-Earth3,HOT_DRY,EL_NINO,351201,R20mm,38.1,33.33,-4.77
FGOALS-g3,HOT_DRY,EL_NINO,351201,R20mm,66.66,24.24,-42.42
MIROC6,HOT_DRY,EL_NINO,351201,R20mm,416.67,60.6,-356.07
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,R20mm,133.33,19.04,-114.29
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,R50mm,20.0,46.67,26.67
CanESM5,HOT_DRY,EL_NINO,351201,R50mm,20.0,45.0,25.0
CESM2,HOT_DRY,EL_NINO,351201,R50mm,20.0,20.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351201,R50mm,20.0,320.0,300.0
FGOALS-g3,HOT_DRY,EL_NINO,351201,R50mm,80.0,170.0,90.0
MIROC6,HOT_DRY,EL_NINO,351201,R50mm,20.0,13.33,-6.67
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,R50mm,20.0,70.0,50.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,R95p,17.96,86.79,68.83
CanESM5,HOT_DRY,EL_NINO,351201,R95p,17.96,57.98,40.02
CESM2,HOT_DRY,EL_NINO,351201,R95p,117.96,17.96,-100.0
EC-Earth3,HOT_DRY,EL_NINO,351201,R95p,17.96,91.67,73.71
FGOALS-g3,HOT_DRY,EL_NINO,351201,R95p,41.9,105.99,64.09
MIROC6,HOT_DRY,EL_NINO,351201,R95p,17.96,50.82,32.86
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,R95p,17.96,63.79,45.83
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,R99p,59.74,159.74,100.0
CanESM5,HOT_DRY,EL_NINO,351201,R99p,59.74,14.41,-45.33
CESM2,HOT_DRY,EL_NINO,351201,R99p,59.74,59.74,0.0
EC-Earth3,HOT_DRY,EL_NINO,351201,R99p,59.74,59.74,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351201,R99p,59.74,133.28,73.54
MIROC6,HOT_DRY,EL_NINO,351201,R99p,59.74,159.74,100.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,R99p,59.74,59.74,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,Rx1day,67.91,54.15,-13.76
CanESM5,HOT_DRY,EL_NINO,351201,Rx1day,28.44,15.0,-13.44
CESM2,HOT_DRY,EL_NINO,351201,Rx1day,12.23,156.66,144.43
EC-Earth3,HOT_DRY,EL_NINO,351201,Rx1day,22.01,38.67,16.66
FGOALS-g3,HOT_DRY,EL_NINO,351201,Rx1day,14.14,52.57,38.43
MIROC6,HOT_DRY,EL_NINO,351201,Rx1day,112.45,43.37,-69.08
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,Rx1day,34.6,15.14,-19.46
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,Rx5day,62.0,60.82,-1.18
CanESM5,HOT_DRY,EL_NINO,351201,Rx5day,21.77,55.15,33.38
CESM2,HOT_DRY,EL_NINO,351201,Rx5day,29.05,143.73,114.68
EC-Earth3,HOT_DRY,EL_NINO,351201,Rx5day,11.83,3.92,-7.91
FGOALS-g3,HOT_DRY,EL_NINO,351201,Rx5day,8.44,55.43,46.99
MIROC6,HOT_DRY,EL_NINO,351201,Rx5day,133.03,16.33,-116.7
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,Rx5day,30.2,4.2,-26.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,SDII,74.26,76.8,2.54
CanESM5,HOT_DRY,EL_NINO,351201,SDII,69.62,1.8,-67.82
CESM2,HOT_DRY,EL_NINO,351201,SDII,34.67,12.38,-22.29
EC-Earth3,HOT_DRY,EL_NINO,351201,SDII,63.32,54.78,-8.54
FGOALS-g3,HOT_DRY,EL_NINO,351201,SDII,80.12,32.67,-47.45
MIROC6,HOT_DRY,EL_NINO,351201,SDII,3.51,76.33,72.82
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,SDII,70.95,45.42,-25.53
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,wet_day_freq,17.82,19.21,1.39
CanESM5,HOT_DRY,EL_NINO,351201,wet_day_freq,47.74,73.44,25.7
CESM2,HOT_DRY,EL_NINO,351201,wet_day_freq,45.24,111.23,65.99
EC-Earth3,HOT_DRY,EL_NINO,351201,wet_day_freq,27.52,31.92,4.4
FGOALS-g3,HOT_DRY,EL_NINO,351201,wet_day_freq,76.75,53.4,-23.35
MIROC6,HOT_DRY,EL_NINO,351201,wet_day_freq,66.08,65.99,-0.09
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,wet_day_freq,51.16,17.47,-33.69
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,CDD,2.59,5.35,2.76
CanESM5,HOT_DRY,LA_NINA,351001,CDD,0.68,4.44,3.76
CESM2,HOT_DRY,LA_NINA,351001,CDD,13.02,53.08,40.06
EC-Earth3,HOT_DRY,LA_NINA,351001,CDD,6.92,5.8,-1.12
FGOALS-g3,HOT_DRY,LA_NINA,351001,CDD,7.73,16.42,8.69
MIROC6,HOT_DRY,LA_NINA,351001,CDD,29.05,38.23,9.18
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,CDD,10.06,7.51,-2.55
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,CWD,65.93,71.43,5.5
CanESM5,HOT_DRY,LA_NINA,351001,CWD,63.38,49.86,-13.52
CESM2,HOT_DRY,LA_NINA,351001,CWD,35.44,40.31,4.87
EC-Earth3,HOT_DRY,LA_NINA,351001,CWD,69.09,62.04,-7.05
FGOALS-g3,HOT_DRY,LA_NINA,351001,CWD,2.64,11.79,9.15
MIROC6,HOT_DRY,LA_NINA,351001,CWD,28.8,9.26,-19.54
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,CWD,29.97,44.45,14.48
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,PRCPTOT,11.74,46.94,35.2
CanESM5,HOT_DRY,LA_NINA,351001,PRCPTOT,1.48,23.59,22.11
CESM2,HOT_DRY,LA_NINA,351001,PRCPTOT,29.33,65.59,36.26
EC-Earth3,HOT_DRY,LA_NINA,351001,PRCPTOT,13.26,26.69,13.43
FGOALS-g3,HOT_DRY,LA_NINA,351001,PRCPTOT,24.01,42.34,18.33
MIROC6,HOT_DRY,LA_NINA,351001,PRCPTOT,85.68,59.55,-26.13
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,PRCPTOT,16.67,69.95,53.28
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,R20mm,62.03,43.87,-18.16
CanESM5,HOT_DRY,LA_NINA,351001,R20mm,48.14,31.48,-16.66
CESM2,HOT_DRY,LA_NINA,351001,R20mm,312.97,85.19,-227.78
EC-Earth3,HOT_DRY,LA_NINA,351001,R20mm,66.66,52.42,-14.24
FGOALS-g3,HOT_DRY,LA_NINA,351001,R20mm,48.14,17.51,-30.63
MIROC6,HOT_DRY,LA_NINA,351001,R20mm,535.19,62.97,-472.22
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,R20mm,21.3,187.97,166.67
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,R50mm,29.63,101.85,72.22
CanESM5,HOT_DRY,LA_NINA,351001,R50mm,29.63,92.59,62.96
CESM2,HOT_DRY,LA_NINA,351001,R50mm,29.63,18.52,-11.11
EC-Earth3,HOT_DRY,LA_NINA,351001,R50mm,29.63,87.96,58.33
FGOALS-g3,HOT_DRY,LA_NINA,351001,R50mm,18.52,37.04,18.52
MIROC6,HOT_DRY,LA_NINA,351001,R50mm,29.63,55.56,25.93
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,R50mm,29.63,29.63,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,R95p,39.89,22.74,-17.15
CanESM5,HOT_DRY,LA_NINA,351001,R95p,39.89,39.02,-0.87
CESM2,HOT_DRY,LA_NINA,351001,R95p,39.89,150.57,110.68
EC-Earth3,HOT_DRY,LA_NINA,351001,R95p,39.89,13.77,-26.12
FGOALS-g3,HOT_DRY,LA_NINA,351001,R95p,19.74,45.41,25.67
MIROC6,HOT_DRY,LA_NINA,351001,R95p,39.89,71.26,31.37
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,R95p,39.89,119.11,79.22
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,R99p,82.98,17.02,-65.96
CanESM5,HOT_DRY,LA_NINA,351001,R99p,82.98,17.02,-65.96
CESM2,HOT_DRY,LA_NINA,351001,R99p,82.98,82.98,0.0
EC-Earth3,HOT_DRY,LA_NINA,351001,R99p,82.98,51.51,-31.47
FGOALS-g3,HOT_DRY,LA_NINA,351001,R99p,82.98,17.02,-65.96
MIROC6,HOT_DRY,LA_NINA,351001,R99p,82.98,210.31,127.33
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,R99p,82.98,82.98,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,Rx1day,2.92,12.61,9.69
CanESM5,HOT_DRY,LA_NINA,351001,Rx1day,29.35,29.43,0.08
CESM2,HOT_DRY,LA_NINA,351001,Rx1day,99.15,102.32,3.17
EC-Earth3,HOT_DRY,LA_NINA,351001,Rx1day,25.62,36.73,11.11
FGOALS-g3,HOT_DRY,LA_NINA,351001,Rx1day,45.82,24.95,-20.87
MIROC6,HOT_DRY,LA_NINA,351001,Rx1day,162.08,43.67,-118.41
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,Rx1day,52.86,66.13,13.27
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,Rx5day,8.09,37.64,29.55
CanESM5,HOT_DRY,LA_NINA,351001,Rx5day,5.8,3.8,-2.0
CESM2,HOT_DRY,LA_NINA,351001,Rx5day,78.12,39.06,-39.06
EC-Earth3,HOT_DRY,LA_NINA,351001,Rx5day,12.47,15.87,3.4
FGOALS-g3,HOT_DRY,LA_NINA,351001,Rx5day,30.58,31.6,1.02
MIROC6,HOT_DRY,LA_NINA,351001,Rx5day,144.61,37.44,-107.17
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,Rx5day,33.02,40.61,7.59
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,SDII,21.24,3.79,-17.45
CanESM5,HOT_DRY,LA_NINA,351001,SDII,12.15,13.33,1.18
CESM2,HOT_DRY,LA_NINA,351001,SDII,40.74,16.68,-24.06
EC-Earth3,HOT_DRY,LA_NINA,351001,SDII,16.77,4.06,-12.71
FGOALS-g3,HOT_DRY,LA_NINA,351001,SDII,2.85,17.87,15.02
MIROC6,HOT_DRY,LA_NINA,351001,SDII,76.34,10.07,-66.27
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,SDII,33.2,59.64,26.44
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,wet_day_freq,25.14,52.35,27.21
CanESM5,HOT_DRY,LA_NINA,351001,wet_day_freq,4.93,5.56,0.63
CESM2,HOT_DRY,LA_NINA,351001,wet_day_freq,4.52,25.94,21.42
EC-Earth3,HOT_DRY,LA_NINA,351001,wet_day_freq,19.41,21.41,2.0
FGOALS-g3,HOT_DRY,LA_NINA,351001,wet_day_freq,36.76,28.5,-8.26
MIROC6,HOT_DRY,LA_NINA,351001,wet_day_freq,8.24,48.52,40.28
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,wet_day_freq,10.28,12.44,2.16
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,CDD,3.08,23.24,20.16
CanESM5,HOT_DRY,LA_NINA,351002,CDD,1.17,2.79,1.62
CESM2,HOT_DRY,LA_NINA,351002,CDD,13.51,25.95,12.44
EC-Earth3,HOT_DRY,LA_NINA,351002,CDD,7.41,7.81,0.4
FGOALS-g3,HOT_DRY,LA_NINA,351002,CDD,8.22,13.97,5.75
MIROC6,HOT_DRY,LA_NINA,351002,CDD,28.56,25.43,-3.13
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,CDD,9.57,12.4,2.83
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,CWD,47.41,60.85,13.44
CanESM5,HOT_DRY,LA_NINA,351002,CWD,44.86,12.96,-31.9
CESM2,HOT_DRY,LA_NINA,351002,CWD,16.92,18.52,1.6
EC-Earth3,HOT_DRY,LA_NINA,351002,CWD,50.57,38.99,-11.58
FGOALS-g3,HOT_DRY,LA_NINA,351002,CWD,21.16,14.81,-6.35
MIROC6,HOT_DRY,LA_NINA,351002,CWD,47.32,4.63,-42.69
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,CWD,11.45,14.25,2.8
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,PRCPTOT,29.53,57.95,28.42
CanESM5,HOT_DRY,LA_NINA,351002,PRCPTOT,19.27,42.1,22.83
CESM2,HOT_DRY,LA_NINA,351002,PRCPTOT,11.54,31.03,19.49
EC-Earth3,HOT_DRY,LA_NINA,351002,PRCPTOT,31.05,43.19,12.14
FGOALS-g3,HOT_DRY,LA_NINA,351002,PRCPTOT,6.22,24.06,17.84
MIROC6,HOT_DRY,LA_NINA,351002,PRCPTOT,67.89,14.54,-53.35
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,PRCPTOT,1.12,44.69,43.57
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,R20mm,106.48,37.04,-69.44
CanESM5,HOT_DRY,LA_NINA,351002,R20mm,92.59,120.37,27.78
CESM2,HOT_DRY,LA_NINA,351002,R20mm,268.52,240.74,-27.78
EC-Earth3,HOT_DRY,LA_NINA,351002,R20mm,111.11,113.43,2.32
FGOALS-g3,HOT_DRY,LA_NINA,351002,R20mm,92.59,18.52,-74.07
MIROC6,HOT_DRY,LA_NINA,351002,R20mm,490.74,92.59,-398.15
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,R20mm,23.15,296.29,273.14
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,R50mm,38.89,111.11,72.22
CanESM5,HOT_DRY,LA_NINA,351002,R50mm,38.89,138.89,100.0
CESM2,HOT_DRY,LA_NINA,351002,R50mm,38.89,38.89,0.0
EC-Earth3,HOT_DRY,LA_NINA,351002,R50mm,38.89,83.33,44.44
FGOALS-g3,HOT_DRY,LA_NINA,351002,R50mm,27.78,138.89,111.11
MIROC6,HOT_DRY,LA_NINA,351002,R50mm,38.89,27.78,-11.11
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,R50mm,38.89,38.89,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,R95p,70.43,153.98,83.55
CanESM5,HOT_DRY,LA_NINA,351002,R95p,70.43,170.43,100.0
CESM2,HOT_DRY,LA_NINA,351002,R95p,70.43,70.43,0.0
EC-Earth3,HOT_DRY,LA_NINA,351002,R95p,70.43,119.62,49.19
FGOALS-g3,HOT_DRY,LA_NINA,351002,R95p,70.69,145.57,74.88
MIROC6,HOT_DRY,LA_NINA,351002,R95p,70.43,82.54,12.11
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,R95p,70.43,70.43,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,R99p,45.93,54.07,8.14
CanESM5,HOT_DRY,LA_NINA,351002,R99p,45.93,45.93,0.0
CESM2,HOT_DRY,LA_NINA,351002,R99p,45.93,45.93,0.0
EC-Earth3,HOT_DRY,LA_NINA,351002,R99p,45.93,45.93,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351002,R99p,45.93,45.93,0.0
MIROC6,HOT_DRY,LA_NINA,351002,R99p,45.93,45.93,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,R99p,45.93,45.93,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,Rx1day,59.41,60.61,1.2
CanESM5,HOT_DRY,LA_NINA,351002,Rx1day,27.14,58.67,31.53
CESM2,HOT_DRY,LA_NINA,351002,Rx1day,42.66,5.84,-36.82
EC-Earth3,HOT_DRY,LA_NINA,351002,Rx1day,30.87,38.27,7.4
FGOALS-g3,HOT_DRY,LA_NINA,351002,Rx1day,10.67,40.65,29.98
MIROC6,HOT_DRY,LA_NINA,351002,Rx1day,105.59,17.38,-88.21
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,Rx1day,3.63,36.22,32.59
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,Rx5day,67.01,88.53,21.52
CanESM5,HOT_DRY,LA_NINA,351002,Rx5day,53.12,78.77,25.65
CESM2,HOT_DRY,LA_NINA,351002,Rx5day,19.2,47.83,28.63
EC-Earth3,HOT_DRY,LA_NINA,351002,Rx5day,71.39,78.77,7.38
FGOALS-g3,HOT_DRY,LA_NINA,351002,Rx5day,28.34,27.5,-0.84
MIROC6,HOT_DRY,LA_NINA,351002,Rx5day,85.69,42.03,-43.66
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,Rx5day,25.9,13.87,-12.03
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,SDII,9.88,17.41,7.53
CanESM5,HOT_DRY,LA_NINA,351002,SDII,18.97,8.88,-10.09
CESM2,HOT_DRY,LA_NINA,351002,SDII,9.62,12.6,2.98
EC-Earth3,HOT_DRY,LA_NINA,351002,SDII,14.35,32.33,17.98
FGOALS-g3,HOT_DRY,LA_NINA,351002,SDII,33.97,5.25,-28.72
MIROC6,HOT_DRY,LA_NINA,351002,SDII,45.22,26.71,-18.51
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,SDII,2.08,27.72,25.64
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,wet_day_freq,25.93,55.52,29.59
CanESM5,HOT_DRY,LA_NINA,351002,wet_day_freq,5.72,5.64,-0.08
CESM2,HOT_DRY,LA_NINA,351002,wet_day_freq,5.31,22.07,16.76
EC-Earth3,HOT_DRY,LA_NINA,351002,wet_day_freq,20.2,15.52,-4.68
FGOALS-g3,HOT_DRY,LA_NINA,351002,wet_day_freq,35.97,23.5,-12.47
MIROC6,HOT_DRY,LA_NINA,351002,wet_day_freq,7.45,32.79,25.34
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,wet_day_freq,11.07,7.44,-3.63
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,CDD,22.47,5.91,-16.56
CanESM5,HOT_DRY,LA_NINA,351003,CDD,12.33,1.95,-10.38
CESM2,HOT_DRY,LA_NINA,351003,CDD,27.45,38.06,10.61
EC-Earth3,HOT_DRY,LA_NINA,351003,CDD,11.47,19.59,8.12
FGOALS-g3,HOT_DRY,LA_NINA,351003,CDD,19.38,3.94,-15.44
MIROC6,HOT_DRY,LA_NINA,351003,CDD,14.22,15.5,1.28
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,CDD,1.59,10.08,8.49
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,CWD,7.02,15.28,8.26
CanESM5,HOT_DRY,LA_NINA,351003,CWD,6.99,43.43,36.44
CESM2,HOT_DRY,LA_NINA,351003,CWD,49.87,15.97,-33.9
EC-Earth3,HOT_DRY,LA_NINA,351003,CWD,10.15,7.02,-3.13
FGOALS-g3,HOT_DRY,LA_NINA,351003,CWD,73.01,72.22,-0.79
MIROC6,HOT_DRY,LA_NINA,351003,CWD,53.53,49.2,-4.33
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,CWD,40.4,29.36,-11.04
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,PRCPTOT,37.48,69.98,32.5
CanESM5,HOT_DRY,LA_NINA,351003,PRCPTOT,22.66,49.48,26.82
CESM2,HOT_DRY,LA_NINA,351003,PRCPTOT,4.92,30.37,25.45
EC-Earth3,HOT_DRY,LA_NINA,351003,PRCPTOT,36.33,56.53,20.2
FGOALS-g3,HOT_DRY,LA_NINA,351003,PRCPTOT,2.83,17.62,14.79
MIROC6,HOT_DRY,LA_NINA,351003,PRCPTOT,55.6,51.6,-4.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,PRCPTOT,4.51,17.24,12.73
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,R20mm,19.05,78.11,59.06
CanESM5,HOT_DRY,LA_NINA,351003,R20mm,63.49,46.4,-17.09
CESM2,HOT_DRY,LA_NINA,351003,R20mm,269.84,7.94,-261.9
EC-Earth3,HOT_DRY,LA_NINA,351003,R20mm,77.38,63.49,-13.89
FGOALS-g3,HOT_DRY,LA_NINA,351003,R20mm,63.49,29.1,-34.39
MIROC6,HOT_DRY,LA_NINA,351003,R20mm,214.28,58.73,-155.55
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,R20mm,5.95,14.28,8.33
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,R50mm,16.67,46.29,29.62
CanESM5,HOT_DRY,LA_NINA,351003,R50mm,16.67,64.81,48.14
CESM2,HOT_DRY,LA_NINA,351003,R50mm,16.67,16.67,0.0
EC-Earth3,HOT_DRY,LA_NINA,351003,R50mm,16.67,38.89,22.22
FGOALS-g3,HOT_DRY,LA_NINA,351003,R50mm,27.78,0.0,-27.78
MIROC6,HOT_DRY,LA_NINA,351003,R50mm,16.67,55.56,38.89
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,R50mm,16.67,27.77,11.1
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,R95p,83.47,130.47,47.0
CanESM5,HOT_DRY,LA_NINA,351003,R95p,83.47,161.5,78.03
CESM2,HOT_DRY,LA_NINA,351003,R95p,83.47,241.8,158.33
EC-Earth3,HOT_DRY,LA_NINA,351003,R95p,83.47,140.25,56.78
FGOALS-g3,HOT_DRY,LA_NINA,351003,R95p,63.95,94.19,30.24
MIROC6,HOT_DRY,LA_NINA,351003,R95p,83.47,32.89,-50.58
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,R95p,83.47,64.18,-19.29
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,R99p,47.88,26.8,-21.08
CanESM5,HOT_DRY,LA_NINA,351003,R99p,47.88,38.72,-9.16
CESM2,HOT_DRY,LA_NINA,351003,R99p,47.88,47.88,0.0
EC-Earth3,HOT_DRY,LA_NINA,351003,R99p,47.88,37.51,-10.37
FGOALS-g3,HOT_DRY,LA_NINA,351003,R99p,47.88,6.66,-41.22
MIROC6,HOT_DRY,LA_NINA,351003,R99p,47.88,172.36,124.48
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,R99p,47.88,7.13,-40.75
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,Rx1day,15.99,27.59,11.6
CanESM5,HOT_DRY,LA_NINA,351003,Rx1day,11.4,19.72,8.32
CESM2,HOT_DRY,LA_NINA,351003,Rx1day,54.1,127.22,73.12
EC-Earth3,HOT_DRY,LA_NINA,351003,Rx1day,25.13,47.11,21.98
FGOALS-g3,HOT_DRY,LA_NINA,351003,Rx1day,5.07,10.27,5.2
MIROC6,HOT_DRY,LA_NINA,351003,Rx1day,61.66,3.22,-58.44
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,Rx1day,12.11,0.93,-11.18
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,Rx5day,1.62,28.31,26.69
CanESM5,HOT_DRY,LA_NINA,351003,Rx5day,1.59,8.42,6.83
CESM2,HOT_DRY,LA_NINA,351003,Rx5day,58.67,45.71,-12.96
EC-Earth3,HOT_DRY,LA_NINA,351003,Rx5day,16.11,31.36,15.25
FGOALS-g3,HOT_DRY,LA_NINA,351003,Rx5day,23.19,19.32,-3.87
MIROC6,HOT_DRY,LA_NINA,351003,Rx5day,104.66,26.07,-78.59
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,Rx5day,25.63,3.85,-21.78
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,SDII,40.78,48.88,8.1
CanESM5,HOT_DRY,LA_NINA,351003,SDII,48.08,53.35,5.27
CESM2,HOT_DRY,LA_NINA,351003,SDII,21.94,7.02,-14.92
EC-Earth3,HOT_DRY,LA_NINA,351003,SDII,40.48,70.74,30.26
FGOALS-g3,HOT_DRY,LA_NINA,351003,SDII,63.08,38.19,-24.89
MIROC6,HOT_DRY,LA_NINA,351003,SDII,18.75,36.88,18.13
MRI-ESM2-0,HOT_DRY,LA_NINA,351003,SDII,27.03,16.7,-10.33
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351003,wet_day_freq,27.33,56.98,29.65
